0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
-0.07,-0.13,-0.13,-0.13,-0.13,-0.09,-0.13,-0.13,-0.13,-0.09,-0.13,-0.1,-0.13,-0.13,-0.13,-0.13
-0.05,-0.13,-0.13,-0.13,-0.13,5.42,-0.13,-0.13,-0.13,-0.1,-0.12,0.05,-0.13,-0.06,-0.13,-0.13
-0.08,-0.12,-0.13,-0.13,-0.13,3.83,-0.13,-0.13,-0.13,-0.11,-0.13,-0.04,-0.12,-0.13,-0.13,-0.13
-0.08,-0.12,-0.13,-0.13,-0.13,-0.51,-0.13,-0.13,-0.13,-0.1,-0.12,-0.05,-0.13,-0.13,-0.13,-0.13
-0.09,-0.12,-0.13,-0.13,-0.13,0.94,-0.13,-0.13,-0.13,-0.12,-0.13,0.25,-0.13,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,1.69,-0.13,-0.13,-0.13,-0.11,-0.12,-0.08,-0.13,0.2,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,0.5,-0.13,-0.13,-0.13,-0.12,-0.12,0.02,-0.13,-0.13,-0.13,-0.13
-0.09,-0.12,-0.13,-0.13,-0.13,-0.26,-0.13,-0.13,-0.13,-0.11,-0.13,0.09,-0.13,-0.13,-0.13,-0.13
-0.07,-0.13,-0.13,-0.13,-0.13,0.4,-0.13,-0.13,-0.13,-0.11,-0.12,0.2,-0.13,-0.13,-0.13,-0.13
-0.11,-0.12,-0.13,-0.13,-0.13,0.53,-0.13,-0.13,-0.13,-0.11,-0.13,-0.02,-0.13,-0.13,-0.13,-0.13
-0.1,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.11,-0.13,0.33,-0.13,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.1,-0.12,0.01,-0.12,-0.13,-0.13,-0.13
-0.07,-0.12,-0.13,-0.13,-0.13,-0.38,-0.13,-0.13,-0.13,-0.11,-0.12,-0.12,-0.12,0.24,-0.13,-0.13
-0.09,-0.12,-0.13,-0.13,-0.13,10.83,-0.13,-0.13,-0.13,-0.12,-0.12,1.03,-0.13,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,-0.8,-0.13,-0.13,-0.13,-0.09,-0.13,0.19,-0.13,0.18,-0.13,-0.13
-0.07,-0.13,-0.13,-0.13,-0.13,-0.2,-0.13,-0.13,-0.13,-0.11,-0.12,0.02,-0.13,-0.13,-0.13,-0.13
-0.07,-0.13,-0.13,-0.13,-0.13,2.16,-0.13,-0.13,-0.13,-0.13,-0.12,-0.06,-0.13,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,0.68,-0.13,-0.13,-0.13,-0.13,-0.12,0.63,-0.13,-0.13,-0.13,-0.13
-0.08,-0.12,-0.13,-0.13,-0.13,11.26,-0.13,-0.13,-0.13,-0.11,-0.12,-0.12,-0.12,0.09,-0.13,-0.13
-0.07,-0.13,-0.13,-0.13,-0.13,-0.01,-0.13,-0.13,-0.13,-0.12,-0.12,0.06,-0.13,0.23,-0.13,-0.13
-0.08,-0.13,-0.13,-0.13,-0.13,0.05,-0.13,-0.13,-0.13,-0.12,-0.13,0.06,-0.13,-0.13,-0.13,-0.13
-0.09,-0.12,-0.13,-0.13,-0.13,9.02,-0.13,-0.13,-0.13,-0.11,-0.12,0.01,-0.13,-0.13,-0.13,-0.13
-0.1,-0.13,-0.13,-0.13,-0.13,5.95,-0.13,-0.13,-0.13,-0.13,-0.13,0.01,-0.13,-0.13,-0.13,-0.13
-0.07,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.12,-0.12,-0.08,-0.13,-0.13,-0.13,-0.13
-0.1,-0.13,-0.13,-0.13,-0.13,0.25,-0.13,-0.13,-0.13,-0.1,-0.12,0.02,-0.13,-0.06,-0.12,-0.13
-0.08,-0.12,-0.13,-0.13,-0.13,1.72,-0.13,-0.13,-0.13,-0.13,-0.12,-0.11,-0.11,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,0.88,-0.13,-0.13,-0.13,-0.11,-0.12,0.14,-0.13,0.08,-0.13,-0.13
-0.06,-0.12,-0.13,-0.13,-0.13,2.29,-0.13,-0.13,-0.13,-0.13,-0.13,0.21,-0.13,0.09,-0.13,-0.13
-0.1,-0.12,-0.13,-0.13,-0.13,-0.02,-0.13,-0.13,-0.13,-0.12,-0.12,0.08,-0.13,-0.13,-0.13,-0.13
-0.06,-0.12,-0.13,-0.13,-0.13,0.19,-0.13,-0.13,-0.13,-0.09,-0.13,1.27,-0.13,-0.13,-0.13,-0.13
-0.07,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.12,-0.13,0.0,-0.13,-0.13,-0.13,-0.13
-0.08,-0.12,-0.13,-0.13,-0.13,-0.64,-0.13,-0.13,-0.13,-0.1,-0.13,0.05,-0.13,-0.13,-0.13,-0.13
-0.1,-0.12,-0.13,-0.13,-0.13,7.56,-0.13,-0.13,-0.13,-0.1,-0.12,-0.04,-0.13,-0.13,-0.13,-0.13
-0.08,-0.12,-0.13,-0.13,-0.13,0.38,-0.13,-0.13,-0.13,-0.09,-0.13,0.14,-0.13,-0.13,-0.13,-0.13
-0.1,-0.13,-0.13,-0.13,-0.13,0.84,-0.13,-0.13,-0.13,-0.1,-0.12,0.56,-0.13,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,1.58,-0.13,-0.13,-0.13,-0.13,-0.13,0.02,-0.13,-0.13,-0.13,-0.13
-0.04,-0.13,-0.13,-0.13,-0.13,1.0,-0.13,-0.13,-0.13,-0.11,-0.12,1.04,-0.13,-0.13,-0.13,-0.13
-0.07,-0.12,-0.13,-0.13,-0.13,1.07,-0.13,-0.13,-0.13,-0.09,-0.12,0.36,-0.13,-0.13,-0.13,-0.13
-0.09,-0.12,-0.13,-0.13,-0.13,0.42,-0.13,-0.13,-0.13,-0.11,-0.13,-0.05,-0.13,0.26,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,5.96,-0.13,-0.13,-0.13,-0.12,-0.13,0.01,-0.13,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,0.5,-0.13,-0.13,-0.13,-0.11,-0.12,-0.11,-0.13,0.31,-0.13,-0.13
-0.07,-0.13,-0.13,-0.13,-0.13,4.51,-0.13,-0.13,-0.13,-0.11,-0.13,0.66,-0.13,-0.13,-0.13,-0.13
-0.07,-0.13,-0.13,-0.13,-0.13,1.6,-0.13,-0.13,-0.13,-0.1,-0.13,0.01,-0.13,-0.13,-0.13,-0.13
-0.08,-0.12,-0.13,-0.13,-0.13,5.68,-0.13,-0.13,-0.13,-0.12,-0.12,0.19,-0.13,-0.13,-0.13,-0.13
-0.1,-0.13,-0.13,-0.13,-0.13,-0.11,-0.13,-0.13,-0.13,-0.12,-0.12,-0.01,-0.13,-0.13,-0.13,-0.13
-0.07,-0.13,-0.13,-0.13,-0.13,0.22,-0.13,-0.13,-0.13,-0.12,-0.13,0.21,-0.13,-0.13,-0.13,-0.13
-0.09,-0.12,-0.13,-0.13,-0.13,1.05,-0.13,-0.13,-0.13,-0.1,-0.13,0.0,-0.12,-0.13,-0.13,-0.13
-0.1,-0.13,-0.13,-0.13,-0.13,0.26,-0.13,-0.13,-0.13,-0.1,-0.13,0.64,-0.13,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,0.05,-0.13,-0.13,-0.13,-0.11,-0.13,0.53,-0.12,-0.13,-0.13,-0.13
-0.08,-0.12,-0.13,-0.13,-0.13,0.65,-0.13,-0.13,-0.13,-0.11,-0.12,0.05,-0.13,-0.13,-0.13,-0.13
-0.08,-0.13,-0.13,-0.13,-0.13,1.08,-0.13,-0.13,-0.13,-0.11,-0.12,-0.04,-0.13,-0.13,-0.13,-0.13
-0.07,-0.13,-0.13,-0.13,-0.13,9.59,-0.13,-0.13,-0.13,-0.11,-0.13,0.14,-0.12,-0.13,-0.13,-0.13
-0.08,-0.12,-0.13,-0.13,-0.13,-0.07,-0.13,-0.13,-0.13,-0.1,-0.12,-0.05,-0.13,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,0.11,-0.13,-0.13,-0.13,-0.1,-0.13,0.12,-0.13,-0.13,-0.13,-0.13
-0.08,-0.13,-0.13,-0.13,-0.13,-0.03,-0.13,-0.13,-0.13,-0.12,-0.12,0.27,-0.13,-0.13,-0.13,-0.13
-0.08,-0.12,-0.13,-0.13,-0.13,6.85,-0.13,-0.13,-0.13,-0.11,-0.12,-0.05,-0.13,0.3,-0.13,-0.13
-0.08,-0.13,-0.13,-0.13,-0.13,1.04,-0.13,-0.13,-0.13,-0.12,-0.13,0.08,-0.13,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,0.51,-0.13,-0.13,-0.13,-0.1,-0.13,0.05,-0.13,-0.13,-0.13,-0.13
-0.06,-0.12,-0.13,-0.13,-0.13,-0.12,-0.13,-0.13,-0.13,-0.12,-0.12,0.12,-0.13,0.09,-0.13,-0.13
-0.07,-0.12,-0.13,-0.13,-0.13,-0.26,-0.13,-0.13,-0.13,-0.11,-0.12,0.07,-0.13,-0.13,-0.13,-0.13
-0.09,-0.12,-0.13,-0.13,-0.13,0.09,-0.13,-0.13,-0.13,-0.11,-0.12,-0.01,-0.13,-0.13,-0.13,-0.13
-0.08,-0.12,-0.13,-0.13,-0.13,1.27,-0.13,-0.13,-0.13,-0.11,-0.13,0.6,-0.12,-0.13,-0.13,-0.13
-0.1,-0.13,-0.13,-0.13,-0.13,-0.12,-0.13,-0.13,-0.13,-0.12,-0.12,0.29,-0.13,-0.13,-0.13,-0.13
-0.08,-0.12,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.11,-0.13,0.27,-0.13,-0.13,-0.13,-0.13
-0.07,-0.13,-0.13,-0.13,-0.13,0.85,-0.13,-0.13,-0.13,-0.12,-0.12,0.04,-0.12,0.23,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,2.89,-0.13,-0.13,-0.13,-0.11,-0.13,-0.11,-0.13,-0.13,-0.13,-0.13
-0.08,-0.13,-0.13,-0.13,-0.13,14.42,-0.13,-0.13,-0.13,-0.11,-0.12,-0.04,-0.12,0.09,-0.13,-0.13
-0.09,-0.12,-0.13,-0.13,-0.13,-0.11,-0.13,-0.13,-0.13,-0.13,-0.12,-0.13,-0.13,-0.13,-0.13,-0.13
-0.08,-0.13,-0.13,-0.13,-0.13,0.34,-0.13,-0.13,-0.13,-0.12,-0.12,2.41,-0.13,-0.13,-0.13,-0.13
-0.08,-0.12,-0.13,-0.13,-0.13,0.95,-0.13,-0.13,-0.13,-0.13,-0.13,-0.08,-0.13,-0.13,-0.13,-0.13
-0.09,-0.12,-0.13,-0.13,-0.13,0.43,-0.13,-0.13,-0.13,-0.1,-0.13,0.32,-0.13,-0.13,-0.13,-0.13
-0.07,-0.12,-0.13,-0.13,-0.13,9.41,-0.13,-0.13,-0.13,-0.11,-0.12,-0.06,-0.13,-0.13,-0.13,-0.13
-0.06,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.12,-0.12,0.35,-0.13,-0.13,-0.13,-0.13
-0.08,-0.12,-0.13,-0.13,-0.13,-0.0,-0.13,-0.13,-0.13,-0.11,-0.12,-0.11,-0.13,0.08,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,0.96,-0.13,-0.13,-0.13,-0.12,-0.13,-0.04,-0.13,-0.13,-0.13,-0.13
-0.07,-0.13,-0.13,-0.13,-0.13,2.23,-0.13,-0.13,-0.13,-0.11,-0.13,0.46,-0.13,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,0.77,-0.13,-0.13,-0.13,-0.09,-0.12,0.08,-0.13,-0.13,-0.13,-0.13
-0.1,-0.12,-0.13,-0.13,-0.13,1.08,-0.13,-0.13,-0.13,-0.12,-0.12,0.05,-0.13,-0.13,-0.13,-0.13
-0.08,-0.13,-0.13,-0.13,-0.13,6.46,-0.13,-0.13,-0.13,-0.11,-0.12,0.05,-0.13,-0.13,-0.13,-0.13
-0.07,-0.13,-0.13,-0.13,-0.13,2.23,-0.13,-0.13,-0.13,-0.13,-0.12,0.09,-0.13,-0.13,-0.13,-0.13
-0.1,-0.13,-0.13,-0.13,-0.13,-0.07,-0.13,-0.13,-0.13,-0.11,-0.12,0.52,-0.13,0.32,-0.13,-0.13
-0.07,-0.12,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.1,-0.13,-0.03,-0.13,-0.13,-0.13,-0.13
-0.06,-0.13,-0.13,-0.13,-0.13,-0.44,-0.13,-0.13,-0.13,-0.12,-0.12,0.03,-0.13,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.11,-0.12,-0.04,-0.13,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,0.07,-0.13,-0.13,-0.13,-0.12,-0.12,1.04,-0.13,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,-0.2,-0.13,-0.13,-0.13,-0.1,-0.13,-0.06,-0.13,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,-0.22,-0.13,-0.13,-0.13,-0.1,-0.12,0.08,-0.13,-0.13,-0.13,-0.13
-0.09,-0.12,-0.13,-0.13,-0.13,-0.19,-0.13,-0.13,-0.13,-0.13,-0.13,0.03,-0.13,-0.13,-0.13,-0.13
-0.08,-0.13,-0.13,-0.13,-0.13,11.68,-0.13,-0.13,-0.13,-0.13,-0.13,-0.03,-0.13,-0.13,-0.13,-0.13
-0.08,-0.13,-0.13,-0.13,-0.13,0.88,-0.13,-0.13,-0.13,-0.11,-0.13,0.06,-0.13,-0.13,-0.13,-0.13
-0.09,-0.12,-0.13,-0.13,-0.13,0.48,-0.13,-0.13,-0.13,-0.12,-0.13,0.81,-0.13,-0.13,-0.13,-0.13
-0.09,-0.12,-0.13,-0.13,-0.13,0.5,-0.13,-0.13,-0.13,-0.12,-0.12,0.02,-0.12,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,-0.09,-0.13,-0.13,-0.13,-0.12,-0.12,0.17,-0.13,0.31,-0.13,-0.13
-0.1,-0.12,-0.13,-0.13,-0.13,0.05,-0.13,-0.13,-0.13,-0.1,-0.13,0.38,-0.13,-0.13,-0.13,-0.13
-0.08,-0.13,-0.13,-0.13,-0.13,0.21,-0.13,-0.13,-0.13,-0.11,-0.13,0.81,-0.13,-0.13,-0.13,-0.13
-0.1,-0.12,-0.13,-0.13,-0.13,0.64,-0.13,-0.13,-0.13,-0.13,-0.12,0.17,-0.13,-0.13,-0.13,-0.13
-0.09,-0.12,-0.13,-0.13,-0.13,0.69,-0.13,-0.13,-0.13,-0.12,-0.13,0.58,-0.13,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,-0.02,-0.13,-0.13,-0.13,-0.11,-0.12,-0.03,-0.13,-0.13,-0.13,-0.13
-0.08,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,0.45,-0.13,-0.13,-0.13,-0.13
-0.09,-0.12,-0.13,-0.13,-0.13,-0.1,-0.13,-0.13,-0.13,-0.12,-0.13,-0.04,-0.13,-0.13,-0.13,-0.13
-0.07,-0.13,-0.13,-0.13,-0.13,1.02,-0.13,-0.13,-0.13,-0.11,-0.12,0.22,-0.13,-0.13,-0.13,-0.13
-0.06,-0.13,-0.13,-0.13,-0.13,-0.08,-0.13,-0.13,-0.13,-0.11,-0.12,0.01,-0.13,-0.13,-0.13,-0.13
-0.08,-0.13,-0.13,-0.13,-0.13,0.44,-0.13,-0.13,-0.13,-0.11,-0.12,0.01,-0.13,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,13.1,-0.13,-0.13,-0.13,-0.12,-0.13,0.23,-0.13,-0.01,-0.13,-0.13
-0.09,-0.12,-0.13,-0.13,-0.13,1.63,-0.13,-0.13,-0.13,-0.1,-0.13,-0.03,-0.13,-0.13,-0.13,-0.13
-0.1,-0.13,-0.13,-0.13,-0.13,2.76,-0.13,-0.13,-0.13,-0.11,-0.13,0.84,-0.12,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,30.09,-0.13,-0.13,-0.13,-0.11,-0.12,0.64,-0.13,-0.13,-0.13,-0.13
-0.08,-0.12,-0.13,-0.13,-0.13,0.34,-0.13,-0.13,-0.13,-0.09,-0.13,0.12,-0.13,-0.13,-0.13,-0.13
-0.1,-0.12,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.12,-0.05,-0.12,-0.13,-0.13,-0.13
-0.09,-0.12,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.1,-0.13,0.03,-0.13,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,0.81,-0.13,-0.13,-0.13,-0.09,-0.13,-0.06,-0.13,-0.13,-0.13,-0.13
-0.07,-0.13,-0.13,-0.13,-0.13,1.06,-0.13,-0.13,-0.13,-0.1,-0.13,-0.07,-0.12,-0.13,-0.13,-0.13
-0.08,-0.12,-0.13,-0.13,-0.13,0.2,-0.13,-0.13,-0.13,-0.12,-0.13,0.37,-0.13,-0.13,-0.13,-0.13
-0.08,-0.12,-0.13,-0.13,-0.13,-0.11,-0.13,-0.13,-0.13,-0.11,-0.12,0.25,-0.13,-0.13,-0.13,-0.13
-0.06,-0.13,-0.13,-0.13,-0.13,0.44,-0.13,-0.13,-0.13,-0.09,-0.13,0.37,-0.13,0.09,-0.13,-0.13
-0.05,-0.13,-0.13,-0.13,-0.13,0.34,-0.13,-0.13,-0.13,-0.11,-0.12,0.05,-0.13,-0.13,-0.13,-0.13
-0.09,-0.12,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.13,-0.1,-0.12,0.01,-0.13,-0.06,-0.12,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,2.13,-0.13,-0.13,-0.13,-0.12,-0.13,0.07,-0.13,-0.13,-0.13,-0.13
-0.08,-0.13,-0.13,-0.13,-0.13,0.65,-0.13,-0.13,-0.13,-0.12,-0.12,0.0,-0.13,-0.13,-0.13,-0.13
-0.09,-0.13,-0.13,-0.13,-0.13,1.93,-0.13,-0.13,-0.13,-0.1,-0.13,0.21,-0.13,-0.13,-0.13,-0.13
